Location Type,Descriptor,Complaint Type
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FIRE ESCAPE,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,SEWAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
3+ Family Apt. Building,Signs of Rodents,Rodent
RESIDENTIAL BUILDING,DOOR FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,DOOR FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
1-2 Family Mixed Use Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,BELL/BUZZER/INTERCOM,GENERAL
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,BELL/BUZZER/INTERCOM,GENERAL
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,SMOKE DETECTOR,SAFETY
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,CABINET,GENERAL
Other (Explain Below),Condition Attracting Rodents,Rodent
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,STAIRS,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
3+ Family Mixed Use Building,Pigeon Waste,Unsanitary Pigeon Condition
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WIRING,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,JANITOR/SUPER,GENERAL
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
Commercial Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
1-2 Family Dwelling,Condition Attracting Rodents,Rodent
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,GUTTER/LEADER,OUTSIDE BUILDING
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MAILBOX,GENERAL
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WINDOW/FRAME,PAINT/PLASTER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
3+ Family Mixed Use Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
Vacant Building,Condition Attracting Rodents,Rodent
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,CARBON MONOXIDE DETECTOR,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,BELL/BUZZER/INTERCOM,GENERAL
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
3+ Family Apt. Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,PAVEMENT,OUTSIDE BUILDING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
,Noise: Construction Before/After Hours (NM1),Noise
RESIDENTIAL BUILDING,FIRE ESCAPE,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
Other (Explain Below),Rat Sighting,Rodent
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,REFRIGERATOR,APPLIANCE
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
Other (Explain Below),Rat Sighting,Rodent
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
3+ Family Mixed Use Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
3+ Family Apt. Building,Signs of Rodents,Rodent
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,DOOR/FRAME,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,PAVEMENT,OUTSIDE BUILDING
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
3+ Family Apt. Building,Rat Sighting,Rodent
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,MAILBOX,GENERAL
